channel_key,device_name,logical_name,online_channel_num,center_frequency,record_count,time_start,time_end,power_mean,power_median,power_min,power_max,power_std,power_range,power_last,power_drift_status,low_power_status,power_status,drift_risk_score,low_power_risk_score,power_risk_score,recommended_check
2|/D1/OA-W/IGR_OCM|11|192700,2,/D1/OA-W/IGR_OCM,11,192700,344,2000-01-01 00:00:00,2000-01-15 07:00:00,4.562790697674418,4.4,4.1,5.1,0.35226762673592293,1.0,5.0,Normal,Normal,Normal,75.4080118694362,33.56824925816023,75.41,OCH power behavior is within the normal dataset distribution.
2|/D1/OA-W/IGR_OCM|11|192900,2,/D1/OA-W/IGR_OCM,11,192900,344,2000-01-01 00:00:00,2000-01-15 07:00:00,4.706976744186047,4.5,4.2,5.2,0.3411661352172946,1.0,5.1,Normal,Normal,Normal,75.4080118694362,30.08160237388724,75.41,OCH power behavior is within the normal dataset distribution.
2|/D1/OA-W/IGR_OCM|11|193100,2,/D1/OA-W/IGR_OCM,11,193100,344,2000-01-01 00:00:00,2000-01-15 07:00:00,4.765988372093023,4.6,4.2,5.2,0.3366446680365794,1.0,5.2,Normal,Normal,Normal,75.4080118694362,30.08160237388724,75.41,OCH power behavior is within the normal dataset distribution.
51|/TO_WEST_OCM|11|191400,51,/TO_WEST_OCM,11,191400,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.8982089707177914,2.895822334,2.744968518,3.081414638,0.0685069368613632,0.3364461200000002,2.899133862,Normal,Normal,Normal,40.50445103857567,75.37091988130564,75.37,OCH power behavior is within the normal dataset distribution.
53|/TO_WEST_OCM|11|192600,53,/TO_WEST_OCM,11,192600,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.7916245930981596,2.791424274,2.746825655,2.837570105,0.020510085014071283,0.09074445000000031,2.776825655,Normal,Normal,Normal,2.0029673590504453,75.29673590504451,75.3,OCH power behavior is within the normal dataset distribution.
26|/TO_WEST_OCM|11|192600,26,/TO_WEST_OCM,11,192600,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.944796278361963,2.927744056,2.74784455,3.211105746,0.09324806274180036,0.46326119599999993,2.87768165,Normal,Normal,Normal,52.44807121661721,75.22255192878337,75.22,OCH power behavior is within the normal dataset distribution.
45|/TO_EAST_OCM|11|193500,45,/TO_EAST_OCM,11,193500,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.9398055620245396,2.955298031,2.75400993,3.02703648,0.05979148388934475,0.27302655,2.92703648,Normal,Normal,Normal,30.86053412462908,75.14836795252225,75.15,OCH power behavior is within the normal dataset distribution.
43|/TO_WEST_OCM|11|193100,43,/TO_WEST_OCM,11,193100,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.908690931263804,2.908988828,2.755869831,3.06065336,0.05121641710723097,0.30478352899999983,2.85165487,Normal,Normal,Normal,35.97922848664689,75.07418397626114,75.07,OCH power behavior is within the normal dataset distribution.
22|/TO_WEST_OCM|11|192600,22,/TO_WEST_OCM,11,192600,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.9721278571042946,2.964905298,2.756634545,3.275586952,0.11012567816041763,0.518952407,3.01970071,Normal,Normal,Normal,55.56379821958457,75.0,75.0,OCH power behavior is within the normal dataset distribution.
44|/TO_EAST_OCM|11|193500,44,/TO_EAST_OCM,11,193500,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.814203168607362,2.812473413,2.758595405,2.906476925,0.02648385683266163,0.14788152000000032,2.789666207,Normal,Normal,Normal,10.014836795252226,74.92581602373886,74.93,OCH power behavior is within the normal dataset distribution.
36|/TO_EAST_OCM|11|192000,36,/TO_EAST_OCM,11,192000,163,2000-01-08 13:00:00,2000-01-15 07:00:00,4.310569594042945,4.377991376,3.645276881,4.624387503,0.21536361424170633,0.9791106220000003,4.391848068,Normal,Normal,Normal,74.77744807121661,47.77448071216617,74.78,OCH power behavior is within the normal dataset distribution.
41|/TO_WEST_OCM|11|193800,41,/TO_WEST_OCM,11,193800,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.9405892694294478,2.946125474,2.761424274,3.096125474,0.07276168676229601,0.33470120000000003,2.81992067,Normal,Normal,Normal,40.43026706231454,74.77744807121663,74.78,OCH power behavior is within the normal dataset distribution.
20|/TO_WEST_OCM|11|192600,20,/TO_WEST_OCM,11,192600,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.99705460304908,2.99768165,2.76183491,3.291012579,0.11759119793816387,0.5291776690000001,2.994652924,Normal,Normal,Normal,56.602373887240354,74.70326409495549,74.7,OCH power behavior is within the normal dataset distribution.
36|/TO_EAST_OCM|11|193100,36,/TO_EAST_OCM,11,193100,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.587444371079754,3.651692872,2.898824837,3.87578636,0.21752626282059107,0.9769615230000004,3.78739785,Normal,Normal,Normal,74.70326409495549,71.8100890207715,74.7,OCH power behavior is within the normal dataset distribution.
13|/D1/OA-W/EGR_OCM|4|191600,13,/D1/OA-W/EGR_OCM,4,191600,344,2000-01-01 00:00:00,2000-01-15 07:00:00,3.6457558139534885,3.53,3.18,4.15,0.2613923443638834,0.9700000000000002,3.83,Normal,Normal,Normal,74.62908011869436,63.501483679525215,74.63,OCH power behavior is within the normal dataset distribution.
48|/TO_EAST_OCM|11|193100,48,/TO_EAST_OCM,11,193100,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.0243543299079754,2.98806535,2.766822363,3.2725561,0.13781150256842176,0.5057337369999999,2.936131713,Normal,Normal,Normal,54.97032640949555,74.62908011869436,74.63,OCH power behavior is within the normal dataset distribution.
20|/TO_EAST_OCM|11|193500,20,/TO_EAST_OCM,11,193500,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.8463032409386506,2.847997857,2.766939059,2.909235271,0.028260402885527728,0.1422962120000002,2.773292642,Normal,Normal,Normal,8.827893175074184,74.55489614243324,74.55,OCH power behavior is within the normal dataset distribution.
35|/TO_EAST_OCM|11|193300,35,/TO_EAST_OCM,11,193300,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.9363293769325156,2.943020608,2.770605422,3.0942917,0.07495844886519108,0.3236862779999998,2.907446074,Normal,Normal,Normal,38.57566765578635,74.48071216617211,74.48,OCH power behavior is within the normal dataset distribution.
9|/TO_WEST_OCM|4|191700,9,/TO_WEST_OCM,4,191700,344,2000-01-01 00:00:00,2000-01-15 07:00:00,4.871897163354651,4.8806794875,4.295188565,5.24853009,0.1515278487435905,0.9533415249999999,4.80396329,Normal,Normal,Normal,74.4807121661721,26.632047477744802,74.48,OCH power behavior is within the normal dataset distribution.
37|/TO_EAST_OCM|11|193200,37,/TO_EAST_OCM,11,193200,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.319985304018405,3.38807805,2.773379897,3.56537518,0.20703377997233385,0.7919952830000003,3.391232437,Normal,Normal,Normal,68.5459940652819,74.40652818991099,74.41,OCH power behavior is within the normal dataset distribution.
38|/TO_EAST_OCM|11|192000,38,/TO_EAST_OCM,11,192000,163,2000-01-08 13:00:00,2000-01-15 07:00:00,4.607281612337424,4.682473413,3.904843416,4.855687754,0.22366949936617883,0.950844338,4.654508091,Normal,Normal,Normal,74.40652818991099,39.76261127596439,74.41,OCH power behavior is within the normal dataset distribution.
47|/TO_WEST_OCM|11|191400,47,/TO_WEST_OCM,11,191400,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.9012608009079752,2.900846245,2.77698501,3.099828691,0.05976526164587989,0.3228436809999997,2.85858114,Normal,Normal,Normal,38.4272997032641,74.33234421364985,74.33,OCH power behavior is within the normal dataset distribution.
38|/TO_EAST_OCM|11|192500,38,/TO_EAST_OCM,11,192500,163,2000-01-08 13:00:00,2000-01-15 07:00:00,4.642389941386503,4.722556099,3.958824836,4.908433597,0.235569363302641,0.9496087610000004,4.752245351,Normal,Normal,Normal,74.1839762611276,38.13056379821958,74.18,OCH power behavior is within the normal dataset distribution.
44|/TO_EAST_OCM|11|193300,44,/TO_EAST_OCM,11,193300,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.8507032089263804,2.849666207,2.78890712,2.916476925,0.0268435554645352,0.12756980499999981,2.836059786,Normal,Normal,Normal,5.637982195845697,74.18397626112761,74.18,OCH power behavior is within the normal dataset distribution.
38|/TO_EAST_OCM|11|193000,38,/TO_EAST_OCM,11,193000,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.7395361674539873,3.806001064,3.07807805,4.024000795,0.22870732527381546,0.9459227450000003,3.86165487,Normal,Normal,Normal,74.03560830860533,66.69139465875371,74.04,OCH power behavior is within the normal dataset distribution.
36|/TO_EAST_OCM|11|192500,36,/TO_EAST_OCM,11,192500,163,2000-01-08 13:00:00,2000-01-15 07:00:00,4.307069873613497,4.38165487,3.633246599,4.576569133,0.2319252649778984,0.9433225339999995,4.422206928,Normal,Normal,Normal,73.96142433234422,48.07121661721068,73.96,OCH power behavior is within the normal dataset distribution.
47|/TO_WEST_OCM|11|193800,47,/TO_WEST_OCM,11,193800,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.9490830978895706,2.951952263,2.794494739,3.061424274,0.04713457467578385,0.26692953500000005,2.939235271,Normal,Normal,Normal,29.3026706231454,73.96142433234421,73.96,OCH power behavior is within the normal dataset distribution.
38|/TO_EAST_OCM|11|192300,38,/TO_EAST_OCM,11,192300,163,2000-01-08 13:00:00,2000-01-15 07:00:00,4.911271231822086,4.99112577,4.22997514,5.165311385,0.2271600039452955,0.9353362450000002,5.026042122,Normal,Normal,Normal,73.88724035608308,29.00593471810089,73.89,OCH power behavior is within the normal dataset distribution.
37|/TO_EAST_OCM|11|193000,37,/TO_EAST_OCM,11,193000,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.4595789904846628,3.53207854,2.824644626,3.758687478,0.22958392885519277,0.9340428520000001,3.616713655,Normal,Normal,Normal,73.81305637982196,73.29376854599407,73.81,OCH power behavior is within the normal dataset distribution.
37|/TO_EAST_OCM|11|192000,37,/TO_EAST_OCM,11,192000,163,2000-01-08 13:00:00,2000-01-15 07:00:00,4.5048695266073615,4.571583708,3.925360941,4.857719525,0.20902696555400693,0.9323585840000002,4.628184639,Normal,Normal,Normal,73.73887240356083,38.94658753709199,73.74,OCH power behavior is within the normal dataset distribution.
27|/TO_WEST_OCM|11|194400,27,/TO_WEST_OCM,11,194400,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.052240147791411,3.061108962,2.80970071,3.222774521,0.07706559180153677,0.41307381099999985,3.062559503,Normal,Normal,Normal,48.21958456973294,73.6646884272997,73.66,OCH power behavior is within the normal dataset distribution.
36|/TO_EAST_OCM|11|193200,36,/TO_EAST_OCM,11,193200,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.718879395478527,3.780136468,3.06806535,3.998433597,0.217139968542905,0.9303682470000001,3.76739785,Normal,Normal,Normal,73.66468842729971,66.83976261127597,73.66,OCH power behavior is within the normal dataset distribution.
39|/D2/OA-W/IGR_OCM|11|192000,39,/D2/OA-W/IGR_OCM,11,192000,163,2000-01-08 13:00:00,2000-01-15 07:00:00,5.280184049079755,5.35,4.6,5.53,0.21476795514883576,0.9300000000000006,5.29,Normal,Normal,Normal,73.59050445103857,14.502967359050444,73.59,OCH power behavior is within the normal dataset distribution.
50|/TO_EAST_OCM|11|192400,50,/TO_EAST_OCM,11,192400,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.1298159509202454,3.1,2.82,3.46,0.17266063335890633,0.6400000000000001,2.96,Normal,Normal,Normal,62.68545994065282,73.51632047477746,73.52,OCH power behavior is within the normal dataset distribution.
13|/D2/OA-W/IGR_OCM|4|191400,13,/D2/OA-W/IGR_OCM,4,191400,344,2000-01-01 00:00:00,2000-01-15 07:00:00,3.6304360465116274,3.39,3.19,4.12,0.32862659072458505,0.9300000000000002,4.04,Normal,Normal,Normal,73.44213649851632,63.20474777448071,73.44,OCH power behavior is within the normal dataset distribution.
26|/TO_WEST_OCM|11|193300,26,/TO_WEST_OCM,11,193300,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.071568468411043,3.067719525,2.821036083,3.297803311,0.10135697222830739,0.47676722799999993,3.01784455,Normal,Normal,Normal,52.967359050445104,73.44213649851632,73.44,OCH power behavior is within the normal dataset distribution.
39|/D2/OA-W/IGR_OCM|11|192400,39,/D2/OA-W/IGR_OCM,11,192400,163,2000-01-08 13:00:00,2000-01-15 07:00:00,4.338036809815951,4.42,3.68,4.61,0.21410121898300133,0.9300000000000002,4.35,Normal,Normal,Normal,73.44213649851632,46.624629080118694,73.44,OCH power behavior is within the normal dataset distribution.
35|/TO_EAST_OCM|11|194400,35,/TO_EAST_OCM,11,194400,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.9813819967239263,2.97919134,2.821424274,3.151037506,0.0612712051579671,0.32961323200000026,2.936989041,Normal,Normal,Normal,39.24332344213649,73.36795252225518,73.37,OCH power behavior is within the normal dataset distribution.
31|/TO_WEST_OCM|11|194400,31,/TO_WEST_OCM,11,194400,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.0082939794969326,3.004905298,2.825586953,3.205671123,0.07004773872639636,0.38008416999999994,3.083217496,Normal,Normal,Normal,44.95548961424332,73.21958456973294,73.22,OCH power behavior is within the normal dataset distribution.
36|/TO_EAST_OCM|11|193000,36,/TO_EAST_OCM,11,193000,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.6668136768650306,3.738207545,3.018687479,3.946001064,0.2246078460835275,0.9273135849999998,3.703379897,Normal,Normal,Normal,73.21958456973294,68.32344213649853,73.22,OCH power behavior is within the normal dataset distribution.
42|/TO_WEST_OCM|11|193800,42,/TO_WEST_OCM,11,193800,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.9979277146687116,2.99890712,2.83137802,3.154843416,0.07393272795817245,0.323465396,2.979666207,Normal,Normal,Normal,38.50148367952522,73.1454005934718,73.15,OCH power behavior is within the normal dataset distribution.
48|/TO_EAST_OCM|11|192400,48,/TO_EAST_OCM,11,192400,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.0974019605521472,3.060346008,2.835325861,3.375302835,0.14725590875738284,0.539976974,3.005325861,Normal,Normal,Normal,57.04747774480712,73.07121661721068,73.07,OCH power behavior is within the normal dataset distribution.
51|/TO_EAST_OCM|11|193100,51,/TO_EAST_OCM,11,193100,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.0747426890000003,3.037491565,2.83806535,3.40739785,0.1428633546518448,0.5693325000000002,2.993246599,Normal,Normal,Normal,58.531157270029674,72.99703264094956,73.0,OCH power behavior is within the normal dataset distribution.
35|/TO_WEST_OCM|11|193300,35,/TO_WEST_OCM,11,193300,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.973282535638037,2.979235271,2.841142296,3.091424274,0.05138670898337172,0.25028197799999985,2.873735559,Normal,Normal,Normal,26.26112759643917,72.92284866468843,72.92,OCH power behavior is within the normal dataset distribution.
37|/TO_EAST_OCM|11|192500,37,/TO_EAST_OCM,11,192500,163,2000-01-08 13:00:00,2000-01-15 07:00:00,4.37723555397546,4.468433597,3.699239064,4.614454798,0.22534222564195866,0.9152157339999998,4.41112577,Normal,Normal,Normal,72.92284866468842,46.2166172106825,72.92,OCH power behavior is within the normal dataset distribution.
34|/TO_WEST_OCM|11|193300,34,/TO_WEST_OCM,11,193300,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.0065688681104294,3.0042917,2.846059786,3.168594295,0.05702953847901477,0.322534509,3.001142296,Normal,Normal,Normal,38.353115727002965,72.8486646884273,72.85,OCH power behavior is within the normal dataset distribution.
49|/TO_WEST_OCM|11|192600,49,/TO_WEST_OCM,11,192600,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.975085538650307,2.974508091,2.847932901,3.127803311,0.05509154857766817,0.27987041,2.881217955,Normal,Normal,Normal,31.602373887240354,72.77448071216617,72.77,OCH power behavior is within the normal dataset distribution.
36|/TO_EAST_OCM|11|192300,36,/TO_EAST_OCM,11,192300,163,2000-01-08 13:00:00,2000-01-15 07:00:00,4.523874856190185,4.60207854,3.851354496,4.758988828,0.219001809807274,0.9076343319999998,4.566713655,Normal,Normal,Normal,72.70029673590504,41.468842729970326,72.7,OCH power behavior is within the normal dataset distribution.
50|/TO_EAST_OCM|11|193200,50,/TO_EAST_OCM,11,193200,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.1170552147239263,3.09,2.85,3.39,0.1436384887522625,0.54,3.06,Normal,Normal,Normal,57.195845697329375,72.70029673590504,72.7,OCH power behavior is within the normal dataset distribution.
38|/TO_EAST_OCM|11|193100,38,/TO_EAST_OCM,11,193100,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.5657081030613496,3.633246599,2.911232437,3.818824837,0.22276979186034632,0.9075924000000004,3.71578636,Normal,Normal,Normal,72.62611275964392,71.06824925816025,72.63,OCH power behavior is within the normal dataset distribution.
12|/TO_WEST_OCM|4|191500,12,/TO_WEST_OCM,4,191500,344,2000-01-01 00:00:00,2000-01-15 07:00:00,4.0564220110145355,3.8724234995,3.617439468,4.521432792,0.28487553331346505,0.9039933239999995,4.302742355,Normal,Normal,Normal,72.55192878338279,48.738872403560826,72.55,OCH power behavior is within the normal dataset distribution.
49|/TO_EAST_OCM|11|191400,49,/TO_EAST_OCM,11,191400,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.157710574865031,3.148949957,2.863735559,3.484959409,0.138980001090508,0.6212238499999998,2.973104169,Normal,Normal,Normal,61.5727002967359,72.55192878338279,72.55,OCH power behavior is within the normal dataset distribution.
2|/D1/OA-W/IGR_OCM|11|193500,2,/D1/OA-W/IGR_OCM,11,193500,344,2000-01-01 00:00:00,2000-01-15 07:00:00,4.972093023255814,4.8,4.5,5.4,0.3355170633160926,0.9000000000000004,5.4,Normal,Normal,Normal,72.47774480712165,18.212166172106826,72.48,OCH power behavior is within the normal dataset distribution.
2|/D1/OA-W/EGR_OCM|11|192700,2,/D1/OA-W/EGR_OCM,11,192700,344,2000-01-01 00:00:00,2000-01-15 07:00:00,3.3523255813953488,3.4,2.9,3.8,0.21891689075530502,0.8999999999999999,3.1,Normal,Normal,Normal,72.40356083086054,71.58753709198812,72.4,OCH power behavior is within the normal dataset distribution.
2|/D1/OA-W/IGR_OCM|11|192600,2,/D1/OA-W/IGR_OCM,11,192600,344,2000-01-01 00:00:00,2000-01-15 07:00:00,4.837209302325581,4.6,4.4,5.3,0.35309428092956724,0.8999999999999995,5.3,Normal,Normal,Normal,72.3293768545994,22.589020771513358,72.33,OCH power behavior is within the normal dataset distribution.
48|/TO_EAST_OCM|11|193000,48,/TO_EAST_OCM,11,193000,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.1837369753190186,3.1249035,2.879239065,3.435869831,0.14539636853707413,0.556630766,3.129676277,Normal,Normal,Normal,57.86350148367953,72.32937685459942,72.33,OCH power behavior is within the normal dataset distribution.
50|/TO_EAST_OCM|11|194400,50,/TO_EAST_OCM,11,194400,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.180245398773006,3.2,2.88,3.36,0.09713139198500638,0.48,3.04,Normal,Normal,Normal,53.338278931750736,72.25519287833828,72.26,OCH power behavior is within the normal dataset distribution.
47|/TO_EAST_OCM|11|191400,47,/TO_EAST_OCM,11,191400,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.1194927691165644,3.094652924,2.881583708,3.444348625,0.11731693607280723,0.562764917,2.965005996,Normal,Normal,Normal,58.23442136498517,72.18100890207715,72.18,OCH power behavior is within the normal dataset distribution.
30|/TO_EAST_OCM|11|191500,30,/TO_EAST_OCM,11,191500,163,2000-01-08 13:00:00,2000-01-15 07:00:00,5.709670144245399,5.65686462,5.289123405,6.182855823,0.23003364060343048,0.8937324179999999,5.394898811,Normal,Normal,Normal,72.10682492581603,2.8931750741839735,72.11,OCH power behavior is within the normal dataset distribution.
51|/TO_EAST_OCM|11|193000,51,/TO_EAST_OCM,11,193000,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.232948599503067,3.191232437,2.887098603,3.49806535,0.15208704856455968,0.610966747,3.181232437,Normal,Normal,Normal,60.97922848664689,72.10682492581601,72.11,OCH power behavior is within the normal dataset distribution.
37|/TO_EAST_OCM|11|192300,37,/TO_EAST_OCM,11,192300,163,2000-01-08 13:00:00,2000-01-15 07:00:00,4.753477952650306,4.82997514,4.112781939,5.006001064,0.21252779879440833,0.8932191249999999,4.785311385,Normal,Normal,Normal,72.03264094955489,33.160237388724035,72.03,OCH power behavior is within the normal dataset distribution.
48|/TO_EAST_OCM|11|193200,48,/TO_EAST_OCM,11,193200,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.128079528435583,3.091036742,2.891692872,3.361451148,0.13119919019794213,0.46975827599999986,3.086131713,Normal,Normal,Normal,52.6706231454006,72.03264094955489,72.03,OCH power behavior is within the normal dataset distribution.
47|/TO_EAST_OCM|11|193100,47,/TO_EAST_OCM,11,193100,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.119049634153374,3.086338916,2.892245351,3.37288985,0.12606008508578428,0.48064449899999984,3.108433597,Normal,Normal,Normal,53.63501483679525,71.95845697329378,71.96,OCH power behavior is within the normal dataset distribution.
27|/TO_EAST_OCM|11|192000,27,/TO_EAST_OCM,11,192000,163,2000-01-08 13:00:00,2000-01-15 07:00:00,4.7478509200429455,4.730632699,4.613410149,5.501723861,0.1268952962189834,0.8883137120000004,4.629409417,Normal,Normal,Normal,71.73590504451039,14.094955489614247,71.74,OCH power behavior is within the normal dataset distribution.
32|/TO_EAST_OCM|11|191500,32,/TO_EAST_OCM,11,191500,163,2000-01-08 13:00:00,2000-01-15 07:00:00,5.32163636511043,5.268671515,4.919829193,5.805672637,0.2359557329668441,0.8858434439999998,5.13698501,Normal,Normal,Normal,71.66172106824926,7.195845697329373,71.66,OCH power behavior is within the normal dataset distribution.
2|/D1/OA-W/EGR_OCM|11|192100,2,/D1/OA-W/EGR_OCM,11,192100,344,2000-01-01 00:00:00,2000-01-15 07:00:00,3.1412790697674424,3.1500000000000004,2.9,3.3,0.07469739164566391,0.3999999999999999,3.2,Normal,Normal,Normal,46.36498516320475,71.58753709198812,71.59,OCH power behavior is within the normal dataset distribution.
36|/TO_EAST_OCM|11|192200,36,/TO_EAST_OCM,11,192200,163,2000-01-08 13:00:00,2000-01-15 07:00:00,5.106305986392638,5.185440989,4.470484161,5.355533089,0.20042116703023793,0.8850489279999998,5.115533089,Normal,Normal,Normal,71.58753709198812,19.43620178041543,71.59,OCH power behavior is within the normal dataset distribution.
50|/TO_EAST_OCM|11|193100,50,/TO_EAST_OCM,11,193100,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.2072392638036806,3.19,2.9,3.5,0.1477748050810371,0.6000000000000001,3.11,Normal,Normal,Normal,60.23738872403561,71.58753709198812,71.59,OCH power behavior is within the normal dataset distribution.
37|/TO_EAST_OCM|11|192400,37,/TO_EAST_OCM,11,192400,163,2000-01-08 13:00:00,2000-01-15 07:00:00,4.657671009858896,4.740587774,4.005947527,4.88578636,0.22447194105650095,0.879838833,4.720714409,Normal,Normal,Normal,71.36498516320475,36.5727002967359,71.36,OCH power behavior is within the normal dataset distribution.
51|/TO_WEST_OCM|11|194400,51,/TO_WEST_OCM,11,194400,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.0150103879079757,3.005586953,2.902774521,3.152774521,0.052958202551912886,0.25,2.989966741,Normal,Normal,Normal,26.03857566765579,71.36498516320475,71.36,OCH power behavior is within the normal dataset distribution.
38|/TO_EAST_OCM|11|192400,38,/TO_EAST_OCM,11,192400,163,2000-01-08 13:00:00,2000-01-15 07:00:00,4.884877605214724,4.970346008,4.23031147,5.10578636,0.22651285492207923,0.8754748899999996,4.900299957,Normal,Normal,Normal,71.29080118694363,28.783382789317503,71.29,OCH power behavior is within the normal dataset distribution.
31|/TO_WEST_OCM|11|193300,31,/TO_WEST_OCM,11,193300,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.0934971259325152,3.090605422,2.902860493,3.306476925,0.07130268575055136,0.4036164320000002,2.996059786,Normal,Normal,Normal,46.958456973293764,71.25370919881307,71.25,OCH power behavior is within the normal dataset distribution.
48|/TO_WEST_OCM|11|193500,48,/TO_WEST_OCM,11,193500,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.9915861539570554,2.992860493,2.902860493,3.082860493,0.03791272380663745,0.18000000000000016,2.961142296,Normal,Normal,Normal,15.43026706231454,71.25370919881307,71.25,OCH power behavior is within the normal dataset distribution.
26|/TO_WEST_OCM|11|192000,26,/TO_WEST_OCM,11,192000,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.239640469656442,3.270325089,2.902894538,3.506370194,0.15220469561954414,0.6034756560000001,3.352894538,Normal,Normal,Normal,60.459940652818986,71.14243323442136,71.14,OCH power behavior is within the normal dataset distribution.
38|/TO_EAST_OCM|11|193200,38,/TO_EAST_OCM,11,193200,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.552616430404908,3.624029077,2.94165487,3.814644626,0.21449072717210127,0.8729897560000004,3.609676277,Normal,Normal,Normal,71.14243323442136,70.10385756676558,71.14,OCH power behavior is within the normal dataset distribution.
33|/TO_EAST_OCM|11|196100,33,/TO_EAST_OCM,11,196100,163,2000-01-08 13:00:00,2000-01-15 07:00:00,4.530122699386503,4.52,4.09,4.96,0.22980127681811574,0.8700000000000001,4.35,Normal,Normal,Normal,71.06824925816024,33.86498516320475,71.07,OCH power behavior is within the normal dataset distribution.
47|/TO_EAST_OCM|11|192400,47,/TO_EAST_OCM,11,192400,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.1611309388159508,3.13031147,2.915440989,3.425533089,0.13549732372777282,0.5100921,3.090346008,Normal,Normal,Normal,55.19287833827893,70.99406528189911,70.99,OCH power behavior is within the normal dataset distribution.
32|/TO_EAST_OCM|11|193500,32,/TO_EAST_OCM,11,193500,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.5462941385030677,3.542242244,3.4242917,4.292574046,0.07494296623704898,0.8682823460000004,3.51529803,Normal,Normal,Normal,70.91988130563797,55.712166172106826,70.92,OCH power behavior is within the normal dataset distribution.
38|/TO_EAST_OCM|11|192200,38,/TO_EAST_OCM,11,192200,163,2000-01-08 13:00:00,2000-01-15 07:00:00,5.4277689852453985,5.506131713,4.806338915,5.671232437,0.21532587313403836,0.8648935219999991,5.420403572,Normal,Normal,Normal,70.84569732937686,9.56973293768546,70.85,OCH power behavior is within the normal dataset distribution.
19|/D1/OA-W/IGR_OCM|11|193800,19,/D1/OA-W/IGR_OCM,11,193800,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.2864417177914116,3.27,2.92,3.62,0.1509953845325001,0.7000000000000002,3.09,Normal,Normal,Normal,65.8753709198813,70.80860534124629,70.81,OCH power behavior is within the normal dataset distribution.
50|/TO_EAST_OCM|11|193500,50,/TO_EAST_OCM,11,193500,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.1971779141104295,3.18,2.92,3.46,0.14643714870738347,0.54,3.2,Normal,Normal,Normal,57.195845697329375,70.80860534124629,70.81,OCH power behavior is within the normal dataset distribution.
47|/TO_EAST_OCM|11|192300,47,/TO_EAST_OCM,11,192300,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.2023227294294476,3.186928029,2.926001064,3.44997514,0.12963109123279737,0.523974076,3.09997514,Normal,Normal,Normal,56.30563798219585,70.6973293768546,70.7,OCH power behavior is within the normal dataset distribution.
