channel_key,device_name,logical_name,online_channel_num,center_frequency,record_count,time_start,time_end,power_mean,power_median,power_min,power_max,power_std,power_range,power_last,power_drift_status,low_power_status,power_status,drift_risk_score,low_power_risk_score,power_risk_score,recommended_check
18|/D1/OA-W/IGR_OCM|4|191400,18,/D1/OA-W/IGR_OCM,4,191400,344,2000-01-01 00:00:00,2000-01-15 07:00:00,6.054651162790698,8.51,2.31,9.22,2.8314695306555415,6.91,3.01,Critical,Normal,Critical,100.0,83.08605341246292,100.0,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
18|/D1/OA-W/IGR_OCM|4|191800,18,/D1/OA-W/IGR_OCM,4,191800,344,2000-01-01 00:00:00,2000-01-15 07:00:00,6.347674418604651,8.585,2.65,9.49,2.64165485037281,6.84,3.56,Critical,Normal,Critical,99.92581602373886,77.48516320474778,99.93,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
29|/TO_WEST_OCM|11|193100,29,/TO_WEST_OCM,11,193100,163,2000-01-08 13:00:00,2000-01-15 07:00:00,1.5490184049815952,1.71,-2.149999999,2.83,1.0064398900450444,4.979999999,2.61,Warning,Critical,Critical,94.95548961424333,99.92581602373886,99.93,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
18|/D1/OA-W/IGR_OCM|4|191600,18,/D1/OA-W/IGR_OCM,4,191600,344,2000-01-01 00:00:00,2000-01-15 07:00:00,5.641017441860465,7.92,2.08,8.7,2.695014479261043,6.619999999999999,2.67,Critical,Normal,Critical,99.85163204747775,86.49851632047478,99.85,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
33|/TO_WEST_OCM|11|193100,33,/TO_WEST_OCM,11,193100,163,2000-01-08 13:00:00,2000-01-15 07:00:00,1.9290797546441716,1.96,-1.599999999,3.06,0.8428572873824624,4.659999999,3.02,Warning,Critical,Critical,93.99109792284867,99.85163204747775,99.85,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
14|/TO_EAST_OCM|4|191400,14,/TO_EAST_OCM,4,191400,344,2000-01-01 00:00:00,2000-01-15 07:00:00,7.179554896921511,9.440577504,3.760390299,10.11426726,2.626394603218919,6.353876961,4.340249479,Critical,Normal,Critical,99.77744807121661,44.13946587537092,99.78,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
43|/TO_WEST_OCM|11|196100,43,/TO_WEST_OCM,11,196100,163,2000-01-08 13:00:00,2000-01-15 07:00:00,-1.005644170779141,-0.979999999,-1.309999999,-0.719999999,0.1259974368238992,0.59,-1.059999999,Normal,Critical,Critical,59.19881305637982,99.77744807121661,99.78,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
18|/D1/OA-W/IGR_OCM|4|191500,18,/D1/OA-W/IGR_OCM,4,191500,344,2000-01-01 00:00:00,2000-01-15 07:00:00,5.628023255813954,7.955,2.33,8.56,2.6913197342556727,6.23,2.62,Critical,Normal,Critical,99.70326409495549,82.71513353115726,99.7,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
31|/TO_WEST_OCM|11|193500,31,/TO_WEST_OCM,11,193500,163,2000-01-08 13:00:00,2000-01-15 07:00:00,1.1995538575398772,1.115687754,-1.264331073,2.35890712,0.7220853735574384,3.6232381929999997,2.288108186,Warning,Critical,Critical,91.32047477744807,99.70326409495549,99.7,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
15|/TO_EAST_OCM|4|191400,15,/TO_EAST_OCM,4,191400,344,2000-01-01 00:00:00,2000-01-15 07:00:00,6.892107687113372,9.052165096,3.51266565,9.735237385,2.523951497252678,6.222571734999999,4.054384488,Critical,Normal,Critical,99.62908011869436,52.596439169139465,99.63,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
35|/TO_WEST_OCM|11|193500,35,/TO_WEST_OCM,11,193500,163,2000-01-08 13:00:00,2000-01-15 07:00:00,1.2599798365030674,1.196145317,-1.054660294,2.4642917,0.8008049178085366,3.518951994,2.398594295,Warning,Critical,Critical,91.0979228486647,99.62908011869436,99.63,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
16|/TO_EAST_OCM|4|191400,16,/TO_EAST_OCM,4,191400,344,2000-01-01 00:00:00,2000-01-15 07:00:00,7.487903000177325,9.619358377,4.116542003,10.29199298,2.4831962269417143,6.175450977,4.677360394,Critical,Normal,Critical,99.55489614243324,33.01186943620178,99.55,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
27|/TO_WEST_OCM|11|193500,27,/TO_WEST_OCM,11,193500,163,2000-01-08 13:00:00,2000-01-15 07:00:00,1.3717650388895706,1.256825655,-1.024548554,2.509235271,0.5557056909394061,3.533783825,2.380650377,Warning,Critical,Critical,91.17210682492582,99.55489614243324,99.55,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
17|/TO_EAST_OCM|4|191400,17,/TO_EAST_OCM,4,191400,344,2000-01-01 00:00:00,2000-01-15 07:00:00,6.685980357543604,8.820136019500001,3.39825725,9.535356304,2.495633902651273,6.137099054,3.940560296,Critical,Normal,Critical,99.4807121661721,56.602373887240354,99.48,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
44|/TO_WEST_OCM|11|196100,44,/TO_WEST_OCM,11,196100,163,2000-01-08 13:00:00,2000-01-15 07:00:00,-0.6519631896564417,-0.629999999,-1.019999999,-0.36,0.15101655044363077,0.659999999,-0.61,Normal,Critical,Critical,63.4272997032641,99.4807121661721,99.48,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
14|/TO_EAST_OCM|4|191800,14,/TO_EAST_OCM,4,191800,344,2000-01-01 00:00:00,2000-01-15 07:00:00,7.6725899636162795,9.771487065999999,4.387211559,10.46758662,2.4417075281862184,6.080375061000001,4.944946322,Critical,Normal,Critical,99.40652818991099,23.367952522255198,99.41,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
41|/TO_WEST_OCM|11|196100,41,/TO_WEST_OCM,11,196100,163,2000-01-08 13:00:00,2000-01-15 07:00:00,-0.639325152797546,-0.639999999,-0.989999999,-0.35,0.11583901538006977,0.639999999,-0.709999999,Normal,Critical,Critical,62.53709198813057,99.40652818991099,99.41,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
14|/TO_EAST_OCM|4|191600,14,/TO_EAST_OCM,4,191600,344,2000-01-01 00:00:00,2000-01-15 07:00:00,7.050628542976745,9.1793925465,3.805123292,9.871575774,2.4869866836269705,6.066452482,4.334384488,Critical,Normal,Critical,99.33234421364985,42.655786350148375,99.33,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
48|/TO_EAST_OCM|11|196100,48,/TO_EAST_OCM,11,196100,163,2000-01-08 13:00:00,2000-01-15 07:00:00,-0.4632515335030675,-0.46,-0.939999999,-0.09,0.1812776444418446,0.849999999,-0.58,Normal,Critical,Critical,69.95548961424333,99.33234421364985,99.33,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
16|/TO_EAST_OCM|4|191800,16,/TO_EAST_OCM,4,191800,344,2000-01-01 00:00:00,2000-01-15 07:00:00,7.621010762392443,9.5644235405,4.38659545,10.32331223,2.2898215230428547,5.936716780000001,5.202737728,Critical,Normal,Critical,99.25816023738872,23.51632047477745,99.26,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
37|/TO_WEST_OCM|11|193500,37,/TO_WEST_OCM,11,193500,163,2000-01-08 13:00:00,2000-01-15 07:00:00,1.3227414908588957,1.450067891,-0.845174492,2.751142296,0.977121581837677,3.5963167879999998,2.691723861,Warning,Critical,Critical,91.24629080118694,99.25816023738872,99.26,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
17|/TO_EAST_OCM|4|191600,17,/TO_EAST_OCM,4,191600,344,2000-01-01 00:00:00,2000-01-15 07:00:00,6.262931538290697,8.248981797999999,3.014764938,8.946689248,2.3435824191628885,5.93192431,3.827388158,Critical,Normal,Critical,99.1839762611276,68.47181008902076,99.18,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
53|/TO_EAST_OCM|11|196100,53,/TO_EAST_OCM,11,196100,163,2000-01-08 13:00:00,2000-01-15 07:00:00,-0.28748466253374233,-0.28,-0.769999999,0.06,0.17641611698756593,0.829999999,-0.36,Normal,Critical,Critical,69.58456973293768,99.1839762611276,99.18,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
13|/D1/OA-W/IGR_OCM|4|191400,13,/D1/OA-W/IGR_OCM,4,191400,344,2000-01-01 00:00:00,2000-01-15 07:00:00,6.006046511627907,7.98,2.79,8.72,2.319235210763445,5.930000000000001,3.58,Critical,Normal,Critical,99.10979228486647,74.10979228486647,99.11,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
24|/TO_WEST_OCM|11|193100,24,/TO_WEST_OCM,11,193100,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.932883435588957,3.03,-0.659999999,4.03,0.8132185133665114,4.689999999,3.79,Warning,Critical,Critical,94.21364985163204,99.10979228486647,99.11,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
15|/TO_EAST_OCM|4|191600,15,/TO_EAST_OCM,4,191600,344,2000-01-01 00:00:00,2000-01-15 07:00:00,6.575859764581396,8.615675897,3.342545844,9.270517781,2.382064114922011,5.927971937000001,3.877546772,Critical,Normal,Critical,99.03560830860533,58.382789317507424,99.04,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
42|/TO_WEST_OCM|11|196100,42,/TO_WEST_OCM,11,196100,163,2000-01-08 13:00:00,2000-01-15 07:00:00,-0.3246012269877301,-0.32,-0.629999999,-0.04,0.11784193952394115,0.589999999,-0.32,Normal,Critical,Critical,58.976261127596445,99.03560830860533,99.04,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
47|/TO_WEST_OCM|11|196100,47,/TO_WEST_OCM,11,196100,163,2000-01-08 13:00:00,2000-01-15 07:00:00,-0.3175460122638037,-0.32,-0.619999999,-0.07,0.0946735262350147,0.549999999,-0.24,Normal,Critical,Critical,57.49258160237388,98.96142433234422,98.96,"OCH power is in the extreme dataset range. Prioritize checking optical channel power, EDFA behavior, connector/patching and channel path."
43|/TO_WEST_OCM|11|194400,43,/TO_WEST_OCM,11,194400,163,2000-01-08 13:00:00,2000-01-15 07:00:00,1.9948203125582822,1.996145317,1.835952487,2.154959409,0.06106018631645384,0.319006922,1.95992067,Normal,Normal,Normal,37.611275964391695,89.91097922848664,89.91,OCH power behavior is within the normal dataset distribution.
6|/TO_WEST_OCM|4|191600,6,/TO_WEST_OCM,4,191600,344,2000-01-01 00:00:00,2000-01-15 07:00:00,2.919249804854651,2.578427002,1.903037959,4.115340224,0.697463924009668,2.212302265,3.400533094,Normal,Normal,Normal,89.91097922848664,88.94658753709199,89.91,OCH power behavior is within the normal dataset distribution.
11|/TO_WEST_OCM|4|191900,11,/TO_WEST_OCM,4,191900,344,2000-01-01 00:00:00,2000-01-15 07:00:00,4.337219002409884,4.621426308,3.441401891,5.652697987,0.6785707891522414,2.211296096,3.651405122,Normal,Normal,Normal,89.83679525222553,54.45103857566765,89.84,OCH power behavior is within the normal dataset distribution.
22|/TO_WEST_OCM|11|193800,22,/TO_WEST_OCM,11,193800,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.08614089801227,3.061834909,2.181103621,4.346825655,0.5927638711888568,2.165722034,3.777446074,Normal,Normal,Normal,89.76261127596439,84.6439169139466,89.76,OCH power behavior is within the normal dataset distribution.
52|/TO_EAST_OCM|11|193800,52,/TO_EAST_OCM,11,193800,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.179475806398773,2.168595405,1.844652924,2.505687754,0.14825375585029152,0.6610348300000002,2.04183491,Normal,Normal,Normal,63.724035608308604,89.76261127596439,89.76,OCH power behavior is within the normal dataset distribution.
38|/TO_WEST_OCM|11|193800,38,/TO_WEST_OCM,11,193800,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.7884701333312885,2.610650377,1.853735559,3.627570105,0.6575028117825057,1.7738345460000002,3.561424274,Normal,Normal,Normal,84.1246290801187,89.68842729970326,89.69,OCH power behavior is within the normal dataset distribution.
21|/TO_WEST_OCM|11|193500,21,/TO_WEST_OCM,11,193500,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.719521862337423,2.606125474,1.859666207,3.826939058,0.5029943185022825,1.9672728509999997,3.721142296,Normal,Normal,Normal,88.05637982195846,89.61424332344214,89.61,OCH power behavior is within the normal dataset distribution.
6|/TO_WEST_OCM|4|191800,6,/TO_WEST_OCM,4,191800,344,2000-01-01 00:00:00,2000-01-15 07:00:00,3.2524027887936047,2.9235854175,2.250084637,4.386210067,0.6820321810898514,2.1361254300000003,3.683655215,Normal,Normal,Normal,89.61424332344214,83.75370919881306,89.61,OCH power behavior is within the normal dataset distribution.
19|/D1/OA-W/IGR_OCM|11|196100,19,/D1/OA-W/IGR_OCM,11,196100,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.335521472392638,2.36,1.86,2.62,0.15561964304522288,0.76,2.39,Normal,Normal,Normal,67.80415430267063,89.54005934718101,89.54,OCH power behavior is within the normal dataset distribution.
24|/TO_WEST_OCM|11|192400,24,/TO_WEST_OCM,11,192400,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.127361963190184,3.06,2.2,4.29,0.5211251220822672,2.09,4.13,Normal,Normal,Normal,89.46587537091987,84.42136498516321,89.47,OCH power behavior is within the normal dataset distribution.
25|/TO_WEST_OCM|11|193500,25,/TO_WEST_OCM,11,193500,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.668978271582822,2.505469677,1.867997858,3.746059786,0.49332609372514546,1.878061928,3.674858381,Normal,Normal,Normal,86.12759643916914,89.46587537091987,89.47,OCH power behavior is within the normal dataset distribution.
53|/TO_EAST_OCM|11|193800,53,/TO_EAST_OCM,11,193800,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.1565607560920244,2.154348625,1.874348625,2.501103621,0.1445577074718579,0.6267549959999998,2.037689791,Normal,Normal,Normal,61.79525222551929,89.39169139465875,89.39,OCH power behavior is within the normal dataset distribution.
5|/TO_WEST_OCM|4|191800,5,/TO_WEST_OCM,4,191800,344,2000-01-01 00:00:00,2000-01-15 07:00:00,3.7870302330813956,3.5442550725,2.865383935,4.945744599,0.5722811087171118,2.080360664,4.164384488,Normal,Normal,Normal,89.39169139465875,72.47774480712165,89.39,OCH power behavior is within the normal dataset distribution.
25|/TO_WEST_OCM|11|196100,25,/TO_WEST_OCM,11,196100,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.3264417177914107,2.31,1.88,2.8,0.26431294812244654,0.9199999999999999,2.71,Normal,Normal,Normal,73.07121661721068,89.2433234421365,89.24,OCH power behavior is within the normal dataset distribution.
34|/TO_EAST_OCM|11|196100,34,/TO_EAST_OCM,11,196100,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.326503067484663,2.35,1.88,2.7,0.2098427798960044,0.8200000000000003,2.04,Normal,Normal,Normal,69.43620178041543,89.2433234421365,89.24,OCH power behavior is within the normal dataset distribution.
38|/TO_EAST_OCM|11|193500,38,/TO_EAST_OCM,11,193500,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.4927484781963187,2.555469677,1.881142296,2.750605422,0.20874810788448722,0.8694631260000001,2.595687754,Normal,Normal,Normal,70.99406528189911,89.09495548961425,89.09,OCH power behavior is within the normal dataset distribution.
49|/TO_EAST_OCM|11|194400,49,/TO_EAST_OCM,11,194400,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.118250412472393,2.132242244,1.889191341,2.296145317,0.09590053788103753,0.40695397600000005,1.940988238,Normal,Normal,Normal,47.32937685459941,89.02077151335311,89.02,OCH power behavior is within the normal dataset distribution.
5|/TO_WEST_OCM|4|191600,5,/TO_WEST_OCM,4,191600,344,2000-01-01 00:00:00,2000-01-15 07:00:00,3.3702073284040694,3.1003337025,2.486048866,4.49922012,0.5943582211052699,2.0131712540000004,3.825211099,Normal,Normal,Normal,89.02077151335311,79.89614243323442,89.02,OCH power behavior is within the normal dataset distribution.
19|/D2/OA-W/IGR_OCM|11|193500,19,/D2/OA-W/IGR_OCM,11,193500,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.860368098159509,2.71,2.01,4.02,0.5059606308435908,2.01,4.0,Normal,Normal,Normal,88.94658753709199,87.0919881305638,88.95,OCH power behavior is within the normal dataset distribution.
47|/TO_EAST_OCM|11|193800,47,/TO_EAST_OCM,11,193800,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.159230288803681,2.126476925,1.912473413,2.403292642,0.12459009051379147,0.49081922899999975,2.112860493,Normal,Normal,Normal,54.154302670623146,88.87240356083086,88.87,OCH power behavior is within the normal dataset distribution.
5|/TO_WEST_OCM|4|191400,5,/TO_WEST_OCM,4,191400,344,2000-01-01 00:00:00,2000-01-15 07:00:00,3.304732464459302,2.8452010789999997,2.464781274,4.468958406,0.6776941460272972,2.0041771319999997,3.965536193,Normal,Normal,Normal,88.87240356083086,80.3412462908012,88.87,OCH power behavior is within the normal dataset distribution.
47|/TO_EAST_OCM|11|193300,47,/TO_EAST_OCM,11,193300,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.2060562564969324,2.172131515,1.922131515,2.455687754,0.1340474949922988,0.5335562389999999,2.17890712,Normal,Normal,Normal,56.97329376854599,88.79821958456974,88.8,OCH power behavior is within the normal dataset distribution.
26|/TO_WEST_OCM|11|193100,26,/TO_WEST_OCM,11,193100,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.4373585997546012,2.373253876,1.924085547,3.02537518,0.26791306390309927,1.1012896330000002,2.95638745,Normal,Normal,Normal,78.7833827893175,88.72403560830861,88.72,OCH power behavior is within the normal dataset distribution.
45|/TO_WEST_OCM|11|193300,45,/TO_WEST_OCM,11,193300,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.0809799440797545,2.083735559,1.926125474,2.183735559,0.05490494135923332,0.25761008500000004,1.981723861,Normal,Normal,Normal,27.44807121661721,88.64985163204749,88.65,OCH power behavior is within the normal dataset distribution.
48|/TO_EAST_OCM|11|193800,48,/TO_EAST_OCM,11,193800,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.1883818913251534,2.184843416,1.934409025,2.455360942,0.13796221938130973,0.5209519170000001,2.124508091,Normal,Normal,Normal,56.083086053412465,88.57566765578635,88.58,OCH power behavior is within the normal dataset distribution.
48|/TO_EAST_OCM|11|192000,48,/TO_EAST_OCM,11,192000,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.2299564643435583,2.208108186,1.934508091,2.51137802,0.1502437047484337,0.5768699289999999,2.20137802,Normal,Normal,Normal,58.82789317507419,88.50148367952522,88.5,OCH power behavior is within the normal dataset distribution.
24|/TO_WEST_OCM|11|192300,24,/TO_WEST_OCM,11,192300,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.6692638036809817,3.58,2.76,4.74,0.5088968440453032,1.9800000000000004,4.61,Normal,Normal,Normal,88.4272997032641,74.85163204747775,88.43,OCH power behavior is within the normal dataset distribution.
53|/TO_EAST_OCM|11|191400,53,/TO_EAST_OCM,11,191400,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.2156193484294477,2.192350004,1.935687754,2.61992067,0.15815749979410682,0.684232916,2.032131515,Normal,Normal,Normal,64.68842729970326,88.4272997032641,88.43,OCH power behavior is within the normal dataset distribution.
45|/TO_WEST_OCM|11|192600,45,/TO_WEST_OCM,11,192600,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.084718617177914,2.082350004,1.937446074,2.261723861,0.06023968446138858,0.3242777870000002,2.002860493,Normal,Normal,Normal,38.64985163204748,88.35311572700297,88.35,OCH power behavior is within the normal dataset distribution.
47|/TO_WEST_OCM|11|194400,47,/TO_WEST_OCM,11,194400,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.072033143766871,2.074052208,1.939966741,2.183217496,0.04249475315644963,0.24325075500000004,2.084114608,Normal,Normal,Normal,25.07418397626113,88.27893175074183,88.28,OCH power behavior is within the normal dataset distribution.
43|/TO_EAST_OCM|11|196100,43,/TO_EAST_OCM,11,196100,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.101165644171779,2.09,1.95,2.33,0.06175811675586154,0.3800000000000001,2.11,Normal,Normal,Normal,44.80712166172107,88.20474777448071,88.2,OCH power behavior is within the normal dataset distribution.
9|/TO_WEST_OCM|4|191800,9,/TO_WEST_OCM,4,191800,344,2000-01-01 00:00:00,2000-01-15 07:00:00,5.2696682638866275,5.498931701,4.026135684,6.003227937,0.48504983157770254,1.9770922530000004,4.927371947,Normal,Normal,Normal,88.20474777448071,36.05341246290801,88.2,OCH power behavior is within the normal dataset distribution.
5|/TO_WEST_OCM|4|191900,5,/TO_WEST_OCM,4,191900,344,2000-01-01 00:00:00,2000-01-15 07:00:00,2.7031415458488373,2.6717346035,1.951831019,3.671728614,0.3828083241367249,1.7198975950000002,3.231904097,Normal,Normal,Normal,83.67952522255193,88.13056379821958,88.13,OCH power behavior is within the normal dataset distribution.
44|/TO_WEST_OCM|11|192000,44,/TO_WEST_OCM,11,192000,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.1974431182760736,2.196059786,1.952473413,2.364858381,0.07187442921253785,0.4123849679999998,2.183292642,Normal,Normal,Normal,48.14540059347181,88.05637982195846,88.06,OCH power behavior is within the normal dataset distribution.
41|/TO_WEST_OCM|11|191400,41,/TO_WEST_OCM,11,191400,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.1784097574907975,2.181640425,1.953071525,2.377479254,0.0823344556820494,0.4244077289999999,2.149944279,Normal,Normal,Normal,49.10979228486647,87.98219584569733,87.98,OCH power behavior is within the normal dataset distribution.
35|/TO_WEST_OCM|11|192300,35,/TO_WEST_OCM,11,192300,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.042274545386503,2.98112577,2.13638745,4.099239064,0.5218727364204575,1.9628516139999999,3.99112577,Normal,Normal,Normal,87.9080118694362,85.16320474777447,87.91,OCH power behavior is within the normal dataset distribution.
38|/TO_WEST_OCM|11|192300,38,/TO_WEST_OCM,11,192300,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.804253623932515,2.69806535,1.954454798,3.84537518,0.5285165785851456,1.890920382,3.720136468,Normal,Normal,Normal,86.42433234421365,87.9080118694362,87.91,OCH power behavior is within the normal dataset distribution.
51|/TO_EAST_OCM|11|193800,51,/TO_EAST_OCM,11,193800,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.3297465705398777,2.336476925,1.957997858,2.646939059,0.1466767375558665,0.6889412010000002,2.166476925,Normal,Normal,Normal,64.76261127596439,87.83382789317507,87.83,OCH power behavior is within the normal dataset distribution.
19|/D1/OA-W/IGR_OCM|11|194400,19,/D1/OA-W/IGR_OCM,11,194400,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.2369938650306747,2.24,1.96,2.49,0.10902562259342007,0.5300000000000002,2.13,Normal,Normal,Normal,56.82492581602374,87.75964391691394,87.76,OCH power behavior is within the normal dataset distribution.
24|/TO_WEST_OCM|11|193500,24,/TO_WEST_OCM,11,193500,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.510122699386503,3.37,2.65,4.61,0.49941692883055644,1.9600000000000004,4.45,Normal,Normal,Normal,87.75964391691394,77.48516320474778,87.76,OCH power behavior is within the normal dataset distribution.
20|/TO_WEST_OCM|11|193800,20,/TO_WEST_OCM,11,193800,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.826435056662577,2.776825655,1.9642917,3.729264091,0.5781123660514574,1.7649723910000001,3.522350004,Normal,Normal,Normal,83.97626112759644,87.68545994065282,87.69,OCH power behavior is within the normal dataset distribution.
27|/TO_WEST_OCM|11|192300,27,/TO_WEST_OCM,11,192300,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.8800106214723926,2.78165487,1.97537518,3.935311385,0.5089718893336471,1.959936205,3.809319844,Normal,Normal,Normal,87.6112759643917,87.46290801186943,87.61,OCH power behavior is within the normal dataset distribution.
45|/TO_WEST_OCM|11|193500,45,/TO_WEST_OCM,11,193500,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.1007483619815948,2.098108186,1.967932901,2.232860493,0.0541288399834739,0.26492759200000005,2.036476925,Normal,Normal,Normal,28.931750741839764,87.6112759643917,87.61,OCH power behavior is within the normal dataset distribution.
28|/TO_WEST_OCM|11|192300,28,/TO_WEST_OCM,11,192300,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.853947524969325,2.74807805,1.968433597,3.92806535,0.510327720811185,1.9596317529999998,3.773379897,Normal,Normal,Normal,87.53709198813057,87.53709198813057,87.54,OCH power behavior is within the normal dataset distribution.
32|/TO_WEST_OCM|11|192300,32,/TO_WEST_OCM,11,192300,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.819624757889571,2.744454798,1.985869831,3.86537518,0.5206142789765353,1.879505349,3.70112577,Normal,Normal,Normal,86.27596439169139,87.3887240356083,87.39,OCH power behavior is within the normal dataset distribution.
39|/D2/OA-W/EGR_OCM|11|193800,39,/D2/OA-W/EGR_OCM,11,193800,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.994846625766871,2.8,1.99,3.85,0.6672759769522327,1.86,3.72,Normal,Normal,Normal,85.60830860534125,87.31454005934718,87.31,OCH power behavior is within the normal dataset distribution.
36|/TO_EAST_OCM|11|193300,36,/TO_EAST_OCM,11,193300,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.5401652182147236,2.594858381,1.991142296,2.890113355,0.1980475315117918,0.898971059,2.63890712,Normal,Normal,Normal,72.25519287833828,87.24035608308606,87.24,OCH power behavior is within the normal dataset distribution.
52|/TO_EAST_OCM|11|192300,52,/TO_EAST_OCM,11,192300,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.2857095227177915,2.253626343,2.00288985,2.639676277,0.16875332300556597,0.6367864270000001,2.180136468,Normal,Normal,Normal,62.46290801186943,87.16617210682493,87.17,OCH power behavior is within the normal dataset distribution.
33|/TO_WEST_OCM|11|193800,33,/TO_WEST_OCM,11,193800,163,2000-01-08 13:00:00,2000-01-15 07:00:00,3.3093251533742327,3.23,2.31,4.25,0.6713494139402888,1.94,3.96,Normal,Normal,Normal,87.12908011869436,83.08605341246292,87.13,OCH power behavior is within the normal dataset distribution.
34|/TO_WEST_OCM|11|192300,34,/TO_WEST_OCM,11,192300,163,2000-01-08 13:00:00,2000-01-15 07:00:00,2.816648170171779,2.755869831,2.010136468,3.884454798,0.5253678332571629,1.8743183300000004,3.729239064,Normal,Normal,Normal,85.97922848664689,87.01780415430267,87.02,OCH power behavior is within the normal dataset distribution.
